Data,ETH,USDT,MKR,SNX,AAVE,UNI,ETHDYDX,ATOM,SCRT,SAND,HNT,MATIC,NEAR,MANA,CRV,GMX,OP,GALA,FLOW,LDO,FXS,NMR,GNS,INJ,ARB,PENDLE,RDNT,SOL,LINK,AVAX,KUJI,PRIME,AKT,RENDER,BEAM,MUBI,ONDO,ETHFI,AERO,MORPHO,VIRTUAL,ENA,DEEP,RAY,SYRUP,EUL,WELL,AIOZ,ZBCN,LQTY,ZEC
2022-11-17,27.50%,0.00%,2.50%,2.50%,5.00%,10.00%,5.00%,5.00%,0.00%,5.00%,5.00%,7.50%,0.00%,5.00%,5.00%,5.00%,5.00%,2.50%,2.50%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
2022-11-18,27.50%,0.00%,2.50%,2.50%,5.00%,10.00%,5.00%,5.00%,0.00%,5.00%,5.00%,7.50%,0.00%,5.00%,5.00%,5.00%,5.00%,2.50%,2.50%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
2022-11-19,27.50%,0.00%,2.50%,2.50%,5.00%,10.00%,5.00%,5.00%,0.00%,5.00%,5.00%,7.50%,0.00%,5.00%,5.00%,5.00%,5.00%,2.50%,2.50%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
2022-11-20,27.50%,0.00%,2.50%,2.50%,5.00%,10.00%,5.00%,5.00%,0.00%,5.00%,5.00%,7.50%,0.00%,5.00%,5.00%,5.00%,5.00%,2.50%,2.50%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
2022-11-21,27.50%,0.00%,2.50%,2.50%,5.00%,10.00%,5.00%,5.00%,0.00%,5.00%,5.00%,7.50%,0.00%,5.00%,5.00%,5.00%,5.00%,2.50%,2.50%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
2022-11-22,27.50%,0.00%,2.50%,2.50%,5.00%,10.00%,5.00%,5.00%,0.00%,5.00%,5.00%,7.50%,0.00%,5.00%,5.00%,5.00%,5.00%,2.50%,2.50%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
2022-11-23,27.50%,0.00%,2.50%,2.50%,5.00%,10.00%,5.00%,5.00%,0.00%,5.00%,5.00%,7.50%,0.00%,5.00%,5.00%,5.00%,5.00%,2.50%,2.50%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
2022-11-24,27.50%,0.00%,2.50%,2.50%,5.00%,10.00%,5.00%,5.00%,0.00%,5.00%,5.00%,7.50%,0.00%,5.00%,5.00%,5.00%,5.00%,2.50%,2.50%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
2022-11-25,27.50%,0.00%,2.50%,2.50%,5.00%,10.00%,5.00%,5.00%,0.00%,5.00%,5.00%,7.50%,0.00%,5.00%,5.00%,5.00%,5.00%,2.50%,2.50%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
2022-11-26,27.50%,0.00%,2.50%,2.50%,5.00%,10.00%,5.00%,5.00%,0.00%,5.00%,5.00%,7.50%,0.00%,5.00%,5.00%,5.00%,5.00%,2.50%,2.50%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
2022-11-27,27.50%,0.00%,2.50%,2.50%,5.00%,10.00%,5.00%,5.00%,0.00%,5.00%,5.00%,7.50%,0.00%,5.00%,5.00%,5.00%,5.00%,2.50%,2.50%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
2022-11-28,27.50%,0.00%,2.50%,2.50%,5.00%,10.00%,5.00%,5.00%,0.00%,5.00%,5.00%,7.50%,0.00%,5.00%,5.00%,5.00%,5.00%,2.50%,2.50%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
2022-11-29,27.50%,0.00%,2.50%,2.50%,5.00%,10.00%,5.00%,5.00%,0.00%,5.00%,5.00%,7.50%,0.00%,5.00%,5.00%,5.00%,5.00%,2.50%,2.50%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
2022-11-30,27.50%,0.00%,2.50%,2.50%,5.00%,10.00%,5.00%,5.00%,0.00%,5.00%,5.00%,7.50%,0.00%,5.00%,5.00%,5.00%,5.00%,2.50%,2.50%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
2022-12-01,27.50%,0.00%,2.50%,2.50%,5.00%,10.00%,5.00%,5.00%,0.00%,5.00%,5.00%,7.50%,0.00%,5.00%,5.00%,5.00%,5.00%,2.50%,2.50%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
2022-12-02,27.50%,0.00%,2.50%,2.50%,5.00%,10.00%,5.00%,5.00%,0.00%,5.00%,5.00%,7.50%,0.00%,5.00%,5.00%,5.00%,5.00%,2.50%,2.50%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
2022-12-03,27.50%,0.00%,2.50%,2.50%,5.00%,10.00%,5.00%,5.00%,0.00%,5.00%,5.00%,7.50%,0.00%,5.00%,5.00%,5.00%,5.00%,2.50%,2.50%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
2022-12-04,27.50%,0.00%,2.50%,2.50%,5.00%,10.00%,5.00%,5.00%,0.00%,5.00%,5.00%,7.50%,0.00%,5.00%,5.00%,5.00%,5.00%,2.50%,2.50%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
2022-12-05,27.50%,0.00%,2.50%,2.50%,5.00%,10.00%,5.00%,5.00%,0.00%,5.00%,5.00%,7.50%,0.00%,5.00%,5.00%,5.00%,5.00%,2.50%,2.50%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
2022-12-06,27.50%,0.00%,2.50%,2.50%,5.00%,10.00%,5.00%,5.00%,0.00%,5.00%,5.00%,7.50%,0.00%,5.00%,5.00%,5.00%,5.00%,2.50%,2.50%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
2022-12-07,27.50%,0.00%,2.50%,2.50%,5.00%,10.00%,5.00%,5.00%,0.00%,5.00%,5.00%,7.50%,0.00%,5.00%,5.00%,5.00%,5.00%,2.50%,2.50%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
2022-12-08,27.50%,0.00%,2.50%,2.50%,5.00%,10.00%,5.00%,5.00%,0.00%,5.00%,5.00%,7.50%,0.00%,5.00%,5.00%,5.00%,5.00%,2.50%,2.50%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
2022-12-09,27.50%,0.00%,2.50%,2.50%,5.00%,10.00%,5.00%,5.00%,0.00%,5.00%,5.00%,7.50%,0.00%,5.00%,5.00%,5.00%,5.00%,2.50%,2.50%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
2022-12-10,27.50%,0.00%,2.50%,2.50%,5.00%,10.00%,5.00%,5.00%,0.00%,5.00%,5.00%,7.50%,0.00%,5.00%,5.00%,5.00%,5.00%,2.50%,2.50%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
2022-12-11,27.50%,0.00%,2.50%,2.50%,5.00%,10.00%,5.00%,5.00%,0.00%,5.00%,5.00%,7.50%,0.00%,5.00%,5.00%,5.00%,5.00%,2.50%,2.50%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
2022-12-12,27.50%,0.00%,2.50%,2.50%,5.00%,10.00%,5.00%,5.00%,0.00%,5.00%,5.00%,7.50%,0.00%,5.00%,5.00%,5.00%,5.00%,2.50%,2.50%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
2022-12-13,27.50%,0.00%,2.50%,2.50%,5.00%,10.00%,5.00%,5.00%,0.00%,5.00%,5.00%,7.50%,0.00%,5.00%,5.00%,5.00%,5.00%,2.50%,2.50%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
2022-12-14,27.50%,0.00%,2.50%,2.50%,5.00%,10.00%,5.00%,5.00%,0.00%,5.00%,5.00%,7.50%,0.00%,5.00%,5.00%,5.00%,5.00%,2.50%,2.50%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
2022-12-15,27.50%,0.00%,2.50%,2.50%,5.00%,10.00%,5.00%,5.00%,0.00%,5.00%,5.00%,7.50%,0.00%,5.00%,5.00%,5.00%,5.00%,2.50%,2.50%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
2022-12-16,27.50%,0.00%,2.50%,2.50%,5.00%,10.00%,5.00%,5.00%,0.00%,5.00%,5.00%,7.50%,0.00%,5.00%,5.00%,5.00%,5.00%,2.50%,2.50%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
2022-12-17,27.50%,0.00%,2.50%,2.50%,5.00%,10.00%,5.00%,5.00%,0.00%,5.00%,5.00%,7.50%,0.00%,5.00%,5.00%,5.00%,5.00%,2.50%,2.50%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
2022-12-18,27.50%,0.00%,2.50%,2.50%,5.00%,10.00%,5.00%,5.00%,0.00%,5.00%,5.00%,7.50%,0.00%,5.00%,5.00%,5.00%,5.00%,2.50%,2.50%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
2022-12-19,27.50%,0.00%,2.50%,2.50%,5.00%,10.00%,5.00%,5.00%,0.00%,5.00%,5.00%,7.50%,0.00%,5.00%,5.00%,5.00%,5.00%,2.50%,2.50%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
2022-12-20,27.50%,0.00%,2.50%,2.50%,5.00%,10.00%,5.00%,5.00%,0.00%,5.00%,5.00%,7.50%,0.00%,5.00%,5.00%,5.00%,5.00%,2.50%,2.50%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
2022-12-21,27.50%,0.00%,2.50%,2.50%,5.00%,10.00%,5.00%,5.00%,0.00%,5.00%,5.00%,7.50%,0.00%,5.00%,5.00%,5.00%,5.00%,2.50%,2.50%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
2022-12-22,27.50%,0.00%,2.50%,2.50%,5.00%,10.00%,5.00%,5.00%,0.00%,5.00%,5.00%,7.50%,0.00%,5.00%,5.00%,5.00%,5.00%,2.50%,2.50%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
2022-12-23,27.50%,0.00%,2.50%,2.50%,5.00%,10.00%,5.00%,5.00%,0.00%,5.00%,5.00%,7.50%,0.00%,5.00%,5.00%,5.00%,5.00%,2.50%,2.50%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
2022-12-24,27.50%,0.00%,2.50%,2.50%,5.00%,10.00%,5.00%,5.00%,0.00%,5.00%,5.00%,7.50%,0.00%,5.00%,5.00%,5.00%,5.00%,2.50%,2.50%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
2022-12-25,27.50%,0.00%,2.50%,2.50%,5.00%,10.00%,5.00%,5.00%,0.00%,5.00%,5.00%,7.50%,0.00%,5.00%,5.00%,5.00%,5.00%,2.50%,2.50%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
2022-12-26,27.50%,0.00%,2.50%,2.50%,5.00%,10.00%,5.00%,5.00%,0.00%,5.00%,5.00%,7.50%,0.00%,5.00%,5.00%,5.00%,5.00%,2.50%,2.50%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
2022-12-27,27.50%,0.00%,2.50%,2.50%,5.00%,10.00%,5.00%,5.00%,0.00%,5.00%,5.00%,7.50%,0.00%,5.00%,5.00%,5.00%,5.00%,2.50%,2.50%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
2022-12-28,27.50%,0.00%,2.50%,2.50%,5.00%,10.00%,5.00%,5.00%,0.00%,5.00%,5.00%,7.50%,0.00%,5.00%,5.00%,5.00%,5.00%,2.50%,2.50%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
2022-12-29,27.50%,0.00%,2.50%,2.50%,5.00%,10.00%,5.00%,5.00%,0.00%,5.00%,5.00%,7.50%,0.00%,5.00%,5.00%,5.00%,5.00%,2.50%,2.50%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
2022-12-30,27.50%,0.00%,2.50%,2.50%,5.00%,10.00%,5.00%,5.00%,0.00%,5.00%,5.00%,7.50%,0.00%,5.00%,5.00%,5.00%,5.00%,2.50%,2.50%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
2022-12-31,27.50%,0.00%,2.50%,2.50%,5.00%,10.00%,5.00%,5.00%,0.00%,5.00%,5.00%,7.50%,0.00%,5.00%,5.00%,5.00%,5.00%,2.50%,2.50%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
2023-01-01,27.50%,0.00%,2.50%,2.50%,5.00%,10.00%,5.00%,5.00%,0.00%,5.00%,5.00%,7.50%,0.00%,5.00%,5.00%,5.00%,5.00%,2.50%,2.50%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
2023-01-02,27.50%,0.00%,2.50%,2.50%,5.00%,10.00%,5.00%,5.00%,0.00%,5.00%,5.00%,7.50%,0.00%,5.00%,5.00%,5.00%,5.00%,2.50%,2.50%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
2023-01-03,27.50%,0.00%,2.50%,2.50%,5.00%,10.00%,5.00%,5.00%,0.00%,5.00%,5.00%,7.50%,0.00%,5.00%,5.00%,5.00%,5.00%,2.50%,2.50%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
2023-01-04,27.50%,0.00%,2.50%,2.50%,5.00%,10.00%,5.00%,5.00%,0.00%,5.00%,5.00%,7.50%,0.00%,5.00%,5.00%,5.00%,5.00%,2.50%,2.50%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
2023-01-05,27.50%,0.00%,2.50%,2.50%,5.00%,10.00%,5.00%,5.00%,0.00%,5.00%,5.00%,7.50%,0.00%,5.00%,5.00%,5.00%,5.00%,2.50%,2.50%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
2023-01-06,27.50%,0.00%,2.50%,2.50%,5.00%,10.00%,5.00%,5.00%,0.00%,5.00%,5.00%,7.50%,0.00%,5.00%,5.00%,5.00%,5.00%,2.50%,2.50%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
2023-01-07,27.50%,0.00%,2.50%,2.50%,5.00%,10.00%,5.00%,5.00%,0.00%,5.00%,5.00%,7.50%,0.00%,5.00%,5.00%,5.00%,5.00%,2.50%,2.50%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
