date,spot_cvd_sum
2023-06-09,-3449.7008248092916
2023-06-10,-8222.697348569282
2023-06-11,-1410.4161713574513
2023-06-12,-2497.7441911144824
2023-06-13,393.8938493097599
2023-06-14,-7788.422830873319
2023-06-15,-1353.3879007682292
2023-06-16,-4456.190587162839
2023-06-17,-1701.949655589966
2023-06-18,-1887.432198606044
2023-06-19,-854.5010261062191
2023-06-20,5374.343611549447
2023-06-21,10322.59741681012
2023-06-22,-4420.291966498652
2023-06-23,-2330.640580177716
2023-06-24,-2986.02607640741
2023-06-25,-1537.8909855324164
2023-06-26,-2278.4746912168976
2023-06-27,1365.610666519577
2023-06-28,-5687.336169981043
2023-06-29,-3077.3987264460725
2023-06-30,-1386.9999444915034
2023-07-01,-998.8919729885396
2023-07-02,-3382.8017619681523
2023-07-03,771.6306372642842
2023-07-04,-8133.644511851539
2023-07-05,-4148.842050879064
2023-07-06,-10792.194243142938
2023-07-07,-3944.153237576458
2023-07-08,-2559.5935033121114
2023-07-09,-1277.86717399205
2023-07-10,-2258.0756134397107
2023-07-11,-1321.701081014504
2023-07-12,-2752.2896049376423
2023-07-13,8472.642005024132
2023-07-14,-9036.856439432642
2023-07-15,456.4771014483658
2023-07-16,-2170.095740652135
2023-07-17,-5818.78288973594
2023-07-18,-4705.674978527503
2023-07-19,-1268.4698618446291
2023-07-20,-2632.406991783095
2023-07-21,-405.9544254448831
2023-07-22,-2350.5798518559964
2023-07-23,996.2339716970254
2023-07-24,-7229.664011185369
2023-07-25,-1780.9634153495988
2023-07-26,-2260.519703011218
2023-07-27,-3059.749707152757
